Signal Type: RIP_Thorax_Type;
Start Time: 26/04/2023 19:08:36;
Sample Rate: 32;
Length: 9992;
Unit: ;
;
Data:;
19:39:30,469;-41
19:39:30,500;-45
19:39:30,531;-49
19:39:30,562;-52
19:39:30,594;-55
19:39:30,625;-57
19:39:30,656;-59
19:39:30,688;-61
19:39:30,719;-62
19:39:30,750;-63
19:39:30,781;-63
19:39:30,812;-63
19:39:30,844;-63
19:39:30,875;-62
19:39:30,906;-61
19:39:30,938;-59
19:39:30,969;-57
19:39:31,000;-55
19:39:31,031;-52
19:39:31,062;-49
19:39:31,094;-45
19:39:31,125;-41
19:39:31,156;-37
19:39:31,188;-33
19:39:31,219;-28
19:39:31,250;-23
19:39:31,281;-18
19:39:31,312;-14
19:39:31,344;-9
19:39:31,375;-4
19:39:31,406;0
19:39:31,437;4
19:39:31,469;8
19:39:31,500;12
19:39:31,531;15
19:39:31,562;18
19:39:31,594;20
19:39:31,625;22
19:39:31,656;24
19:39:31,687;26
19:39:31,719;27
19:39:31,750;29
19:39:31,781;31
19:39:31,812;33
19:39:31,844;35
19:39:31,875;37
19:39:31,906;40
19:39:31,937;44
19:39:31,969;48
19:39:32,000;52
19:39:32,031;57
19:39:32,062;63
19:39:32,094;68
19:39:32,125;75
19:39:32,156;81
19:39:32,187;88
19:39:32,219;94
19:39:32,250;100
19:39:32,281;106
19:39:32,312;111
19:39:32,344;115
19:39:32,375;118
19:39:32,406;120
19:39:32,438;122
19:39:32,469;121
19:39:32,500;120
19:39:32,531;117
19:39:32,562;113
19:39:32,594;108
19:39:32,625;102
19:39:32,656;94
19:39:32,688;86
19:39:32,719;77
19:39:32,750;68
19:39:32,781;58
19:39:32,812;48
19:39:32,844;37
19:39:32,875;27
19:39:32,906;17
19:39:32,937;8
19:39:32,969;-1
19:39:33,000;-10
19:39:33,031;-17
19:39:33,062;-24
19:39:33,094;-31
19:39:33,125;-36
19:39:33,156;-41
19:39:33,187;-45
19:39:33,219;-48
19:39:33,250;-51
19:39:33,281;-53
19:39:33,312;-55
19:39:33,344;-56
19:39:33,375;-57
19:39:33,406;-57
19:39:33,437;-57
19:39:33,469;-56
19:39:33,500;-55
19:39:33,531;-54
19:39:33,562;-52
19:39:33,594;-51
19:39:33,625;-48
19:39:33,656;-46
19:39:33,687;-43
19:39:33,719;-40
19:39:33,750;-36
19:39:33,781;-33
19:39:33,812;-29
19:39:33,844;-25
19:39:33,875;-21
19:39:33,906;-17
19:39:33,938;-12
19:39:33,969;-8
19:39:34,000;-5
19:39:34,031;-1
19:39:34,062;2
19:39:34,094;5
19:39:34,125;8
19:39:34,156;10
19:39:34,188;12
19:39:34,219;14
19:39:34,250;15
19:39:34,281;15
19:39:34,312;15
19:39:34,344;16
19:39:34,375;15
19:39:34,406;15
19:39:34,438;15
19:39:34,469;14
19:39:34,500;14
19:39:34,531;14
19:39:34,562;14
19:39:34,594;15
19:39:34,625;16
19:39:34,656;17
19:39:34,687;19
19:39:34,719;20
19:39:34,750;23
19:39:34,781;25
19:39:34,812;28
19:39:34,844;32
19:39:34,875;35
19:39:34,906;38
19:39:34,937;42
19:39:34,969;45
19:39:35,000;48
19:39:35,031;51
19:39:35,062;53
19:39:35,094;55
19:39:35,125;57
19:39:35,156;59
19:39:35,187;59
19:39:35,219;60
19:39:35,250;60
19:39:35,281;60
19:39:35,312;59
19:39:35,344;59
19:39:35,375;58
19:39:35,406;56
19:39:35,438;55
19:39:35,469;54
19:39:35,500;53
19:39:35,531;52
19:39:35,562;50
19:39:35,594;50
19:39:35,625;49
19:39:35,656;48
19:39:35,688;48
19:39:35,719;48
19:39:35,750;48
19:39:35,781;48
19:39:35,812;48
19:39:35,844;49
19:39:35,875;49
19:39:35,906;49
19:39:35,938;49
19:39:35,969;49
19:39:36,000;49
19:39:36,031;48
19:39:36,062;48
19:39:36,094;47
19:39:36,125;46
19:39:36,156;44
19:39:36,187;42
19:39:36,219;40
19:39:36,250;38
19:39:36,281;35
19:39:36,312;32
19:39:36,344;29
19:39:36,375;25
19:39:36,406;21
19:39:36,437;17
19:39:36,469;13
19:39:36,500;8
19:39:36,531;3
19:39:36,562;-3
19:39:36,594;-9
19:39:36,625;-15
19:39:36,656;-21
19:39:36,687;-28
19:39:36,719;-35
19:39:36,750;-42
19:39:36,781;-49
19:39:36,812;-56
19:39:36,844;-64
19:39:36,875;-71
19:39:36,906;-78
19:39:36,937;-85
19:39:36,969;-91
19:39:37,000;-97
19:39:37,031;-102
19:39:37,062;-106
19:39:37,094;-110
19:39:37,125;-112
19:39:37,156;-114
19:39:37,188;-115
19:39:37,219;-114
19:39:37,250;-113
19:39:37,281;-110
19:39:37,312;-106
19:39:37,344;-102
19:39:37,375;-96
19:39:37,406;-90
19:39:37,438;-83
19:39:37,469;-76
19:39:37,500;-68
19:39:37,531;-59
19:39:37,562;-51
19:39:37,594;-42
19:39:37,625;-33
19:39:37,656;-25
19:39:37,688;-16
19:39:37,719;-8
19:39:37,750;0
19:39:37,781;7
19:39:37,812;14
19:39:37,844;21
19:39:37,875;28
19:39:37,906;34
19:39:37,937;40
19:39:37,969;46
19:39:38,000;52
19:39:38,031;58
19:39:38,062;63
19:39:38,094;69
19:39:38,125;75
19:39:38,156;80
19:39:38,187;86
19:39:38,219;92
19:39:38,250;98
19:39:38,281;104
19:39:38,312;109
19:39:38,344;115
19:39:38,375;121
19:39:38,406;126
19:39:38,437;132
19:39:38,469;137
19:39:38,500;141
19:39:38,531;145
19:39:38,562;149
19:39:38,594;152
19:39:38,625;154
19:39:38,656;155
19:39:38,688;156
19:39:38,719;156
19:39:38,750;155
19:39:38,781;154
19:39:38,812;151
19:39:38,844;148
19:39:38,875;144
19:39:38,906;139
19:39:38,938;133
19:39:38,969;127
19:39:39,000;120
19:39:39,031;112
19:39:39,062;104
19:39:39,094;95
19:39:39,125;86
19:39:39,156;77
19:39:39,188;67
19:39:39,219;57
19:39:39,250;48
19:39:39,281;38
19:39:39,312;29
19:39:39,344;20
19:39:39,375;11
19:39:39,406;3
19:39:39,437;-5
19:39:39,469;-11
19:39:39,500;-18
19:39:39,531;-23
19:39:39,562;-28
19:39:39,594;-31
19:39:39,625;-34
19:39:39,656;-36
19:39:39,687;-38
19:39:39,719;-39
19:39:39,750;-39
19:39:39,781;-38
19:39:39,812;-37
19:39:39,844;-36
19:39:39,875;-35
19:39:39,906;-33
19:39:39,937;-32
19:39:39,969;-30
19:39:40,000;-29
19:39:40,031;-28
19:39:40,062;-27
19:39:40,094;-27
19:39:40,125;-27
19:39:40,156;-27
19:39:40,187;-27
19:39:40,219;-28
19:39:40,250;-30
19:39:40,281;-31
19:39:40,312;-33
19:39:40,344;-35
19:39:40,375;-36
19:39:40,406;-38
19:39:40,438;-40
19:39:40,469;-41
19:39:40,500;-42
19:39:40,531;-43
19:39:40,562;-43
19:39:40,594;-43
19:39:40,625;-43
19:39:40,656;-42
19:39:40,688;-40
19:39:40,719;-38
19:39:40,750;-36
19:39:40,781;-33
19:39:40,812;-30
19:39:40,844;-26
19:39:40,875;-23
19:39:40,906;-19
19:39:40,937;-15
19:39:40,969;-11
19:39:41,000;-7
19:39:41,031;-3
19:39:41,062;1
19:39:41,094;5
19:39:41,125;8
19:39:41,156;12
19:39:41,187;15
19:39:41,219;18
19:39:41,250;21
19:39:41,281;23
19:39:41,312;26
19:39:41,344;28
19:39:41,375;30
19:39:41,406;32
19:39:41,437;33
19:39:41,469;34
19:39:41,500;35
19:39:41,531;36
19:39:41,562;37
19:39:41,594;37
19:39:41,625;38
19:39:41,656;38
19:39:41,687;38
19:39:41,719;38
19:39:41,750;38
19:39:41,781;37
19:39:41,812;37
19:39:41,844;36
19:39:41,875;36
19:39:41,906;35
19:39:41,938;34
19:39:41,969;34
19:39:42,000;33
19:39:42,031;32
19:39:42,062;31
19:39:42,094;31
19:39:42,125;30
19:39:42,156;30
19:39:42,188;29
19:39:42,219;29
19:39:42,250;29
19:39:42,281;29
19:39:42,312;29
19:39:42,344;29
19:39:42,375;29
19:39:42,406;30
19:39:42,438;30
19:39:42,469;31
19:39:42,500;31
19:39:42,531;31
19:39:42,562;32
19:39:42,594;32
19:39:42,625;32
19:39:42,656;32
19:39:42,687;32
19:39:42,719;31
19:39:42,750;31
19:39:42,781;30
19:39:42,812;28
19:39:42,844;27
19:39:42,875;24
19:39:42,906;22
19:39:42,937;19
19:39:42,969;16
19:39:43,000;12
19:39:43,031;8
19:39:43,062;3
19:39:43,094;-2
19:39:43,125;-7
19:39:43,156;-13
19:39:43,187;-19
19:39:43,219;-25
19:39:43,250;-32
19:39:43,281;-39
19:39:43,312;-45
19:39:43,344;-52
19:39:43,375;-59
19:39:43,406;-66
19:39:43,438;-73
19:39:43,469;-79
19:39:43,500;-85
19:39:43,531;-91
19:39:43,562;-96
19:39:43,594;-101
19:39:43,625;-105
19:39:43,656;-108
19:39:43,688;-111
19:39:43,719;-113
19:39:43,750;-115
19:39:43,781;-116
19:39:43,812;-116
19:39:43,844;-115
19:39:43,875;-114
19:39:43,906;-112
19:39:43,938;-110
19:39:43,969;-106
19:39:44,000;-103
19:39:44,031;-99
19:39:44,062;-94
19:39:44,094;-89
19:39:44,125;-84
19:39:44,156;-78
19:39:44,187;-72
19:39:44,219;-65
19:39:44,250;-59
19:39:44,281;-52
19:39:44,312;-45
19:39:44,344;-39
19:39:44,375;-32
19:39:44,406;-24
19:39:44,437;-17
19:39:44,469;-10
19:39:44,500;-3
19:39:44,531;4
19:39:44,562;11
19:39:44,594;18
19:39:44,625;25
19:39:44,656;31
19:39:44,687;38
19:39:44,719;45
19:39:44,750;51
19:39:44,781;58
19:39:44,812;64
19:39:44,844;71
19:39:44,875;77
19:39:44,906;83
19:39:44,937;89
19:39:44,969;95
19:39:45,000;101
19:39:45,031;107
19:39:45,062;112
19:39:45,094;117
19:39:45,125;122
19:39:45,156;126
19:39:45,188;130
19:39:45,219;133
19:39:45,250;136
19:39:45,281;137
19:39:45,312;138
19:39:45,344;138
19:39:45,375;137
19:39:45,406;135
19:39:45,438;131
19:39:45,469;126
19:39:45,500;121
19:39:45,531;114
19:39:45,562;105
19:39:45,594;96
19:39:45,625;86
19:39:45,656;75
19:39:45,687;63
19:39:45,719;51
19:39:45,750;39
19:39:45,781;26
19:39:45,812;13
19:39:45,844;1
19:39:45,875;-11
19:39:45,906;-22
19:39:45,937;-33
19:39:45,969;-42
19:39:46,000;-51
19:39:46,031;-58
19:39:46,062;-65
19:39:46,094;-70
19:39:46,125;-73
19:39:46,156;-76
19:39:46,187;-78
19:39:46,219;-78
19:39:46,250;-78
19:39:46,281;-76
19:39:46,312;-75
19:39:46,344;-72
19:39:46,375;-70
19:39:46,406;-67
19:39:46,437;-64
19:39:46,469;-62
19:39:46,500;-60
19:39:46,531;-58
19:39:46,562;-56
19:39:46,594;-55
19:39:46,625;-54
19:39:46,656;-53
19:39:46,688;-53
19:39:46,719;-53
19:39:46,750;-53
19:39:46,781;-54
19:39:46,812;-54
19:39:46,844;-54
19:39:46,875;-54
19:39:46,906;-53
19:39:46,938;-52
19:39:46,969;-51
19:39:47,000;-49
19:39:47,031;-46
19:39:47,062;-43
19:39:47,094;-40
19:39:47,125;-36
19:39:47,156;-31
19:39:47,188;-26
19:39:47,219;-21
19:39:47,250;-16
19:39:47,281;-10
19:39:47,312;-5
19:39:47,344;0
19:39:47,375;5
19:39:47,406;10
19:39:47,437;14
19:39:47,469;17
19:39:47,500;21
19:39:47,531;23
19:39:47,562;25
19:39:47,594;27
19:39:47,625;28
19:39:47,656;28
19:39:47,687;28
19:39:47,719;28
19:39:47,750;28
19:39:47,781;27
19:39:47,812;27
19:39:47,844;27
19:39:47,875;26
19:39:47,906;26
19:39:47,937;26
19:39:47,969;26
19:39:48,000;26
19:39:48,031;27
19:39:48,062;28
19:39:48,094;29
19:39:48,125;30
19:39:48,156;32
19:39:48,188;33
19:39:48,219;35
19:39:48,250;36
19:39:48,281;38
19:39:48,312;39
19:39:48,344;40
19:39:48,375;41
19:39:48,406;42
19:39:48,438;42
19:39:48,469;42
19:39:48,500;42
19:39:48,531;41
19:39:48,562;40
19:39:48,594;39
19:39:48,625;38
19:39:48,656;36
19:39:48,688;34
19:39:48,719;32
19:39:48,750;30
19:39:48,781;28
19:39:48,812;27
19:39:48,844;25
19:39:48,875;24
19:39:48,906;22
19:39:48,937;21
19:39:48,969;20
19:39:49,000;20
19:39:49,031;20
19:39:49,062;19
19:39:49,094;20
19:39:49,125;20
19:39:49,156;20
19:39:49,187;21
19:39:49,219;22
19:39:49,250;22
19:39:49,281;23
19:39:49,312;24
19:39:49,344;24
19:39:49,375;25
19:39:49,406;25
19:39:49,437;25
19:39:49,469;25
19:39:49,500;24
19:39:49,531;24
19:39:49,562;23
19:39:49,594;22
19:39:49,625;21
19:39:49,656;20
19:39:49,687;19
19:39:49,719;18
19:39:49,750;16
19:39:49,781;15
19:39:49,812;14
19:39:49,844;12
19:39:49,875;11
19:39:49,906;10
19:39:49,938;9
19:39:49,969;7
19:39:50,000;6
19:39:50,031;4
19:39:50,062;3
19:39:50,094;1
19:39:50,125;-1
19:39:50,156;-4
19:39:50,188;-6
19:39:50,219;-9
19:39:50,250;-13
19:39:50,281;-17
19:39:50,312;-21
19:39:50,344;-26
19:39:50,375;-31
19:39:50,406;-37
19:39:50,438;-42
19:39:50,469;-48
19:39:50,500;-54
19:39:50,531;-60
19:39:50,562;-67
19:39:50,594;-72
19:39:50,625;-78
19:39:50,656;-83
19:39:50,687;-88
19:39:50,719;-92
19:39:50,750;-95
19:39:50,781;-98
19:39:50,812;-100
19:39:50,844;-101
19:39:50,875;-101
19:39:50,906;-101
19:39:50,937;-99
19:39:50,969;-97
19:39:51,000;-95
19:39:51,031;-91
19:39:51,062;-88
19:39:51,094;-84
19:39:51,125;-79
19:39:51,156;-75
19:39:51,187;-70
19:39:51,219;-65
19:39:51,250;-61
19:39:51,281;-56
19:39:51,312;-52
19:39:51,344;-48
19:39:51,375;-44
19:39:51,406;-41
19:39:51,438;-37
19:39:51,469;-33
19:39:51,500;-30
19:39:51,531;-26
19:39:51,562;-22
19:39:51,594;-18
19:39:51,625;-14
19:39:51,656;-9
19:39:51,688;-4
19:39:51,719;2
19:39:51,750;8
19:39:51,781;15
19:39:51,812;23
19:39:51,844;31
19:39:51,875;39
19:39:51,906;49
19:39:51,938;58
19:39:51,969;68
19:39:52,000;78
19:39:52,031;88
19:39:52,062;97
19:39:52,094;107
19:39:52,125;115
19:39:52,156;124
19:39:52,187;131
19:39:52,219;138
19:39:52,250;144
19:39:52,281;148
19:39:52,312;151
19:39:52,344;154
19:39:52,375;154
19:39:52,406;154
19:39:52,437;152
19:39:52,469;149
19:39:52,500;145
19:39:52,531;140
19:39:52,562;134
19:39:52,594;127
19:39:52,625;120
19:39:52,656;111
19:39:52,687;102
19:39:52,719;93
19:39:52,750;83
19:39:52,781;73
19:39:52,812;63
19:39:52,844;52
19:39:52,875;42
19:39:52,906;32
19:39:52,938;22
19:39:52,969;12
19:39:53,000;3
19:39:53,031;-6
19:39:53,062;-15
19:39:53,094;-23
19:39:53,125;-31
19:39:53,156;-39
19:39:53,188;-46
19:39:53,219;-53
19:39:53,250;-59
19:39:53,281;-64
19:39:53,312;-69
19:39:53,344;-74
19:39:53,375;-78
19:39:53,406;-81
19:39:53,438;-84
19:39:53,469;-86
19:39:53,500;-87
19:39:53,531;-88
19:39:53,562;-88
19:39:53,594;-87
19:39:53,625;-85
19:39:53,656;-83
19:39:53,687;-81
19:39:53,719;-78
19:39:53,750;-74
19:39:53,781;-70
19:39:53,812;-65
19:39:53,844;-61
19:39:53,875;-56
19:39:53,906;-51
19:39:53,937;-45
19:39:53,969;-40
19:39:54,000;-36
19:39:54,031;-31
19:39:54,062;-26
19:39:54,094;-22
19:39:54,125;-19
19:39:54,156;-15
19:39:54,187;-12
19:39:54,219;-10
19:39:54,250;-7
19:39:54,281;-6
19:39:54,312;-4
19:39:54,344;-3
19:39:54,375;-2
19:39:54,406;-1
19:39:54,437;0
19:39:54,469;0
19:39:54,500;1
19:39:54,531;2
19:39:54,562;3
19:39:54,594;5
19:39:54,625;7
19:39:54,656;9
19:39:54,688;11
19:39:54,719;14
19:39:54,750;17
19:39:54,781;20
19:39:54,812;24
19:39:54,844;28
19:39:54,875;32
19:39:54,906;36
19:39:54,938;40
19:39:54,969;43
19:39:55,000;47
19:39:55,031;50
19:39:55,062;53
19:39:55,094;56
19:39:55,125;58
19:39:55,156;59
19:39:55,188;60
19:39:55,219;60
19:39:55,250;60
19:39:55,281;59
19:39:55,312;58
19:39:55,344;56
19:39:55,375;53
19:39:55,406;51
19:39:55,437;48
19:39:55,469;45
19:39:55,500;42
19:39:55,531;39
19:39:55,562;36
19:39:55,594;34
19:39:55,625;32
19:39:55,656;30
19:39:55,687;29
19:39:55,719;29
19:39:55,750;29
19:39:55,781;29
19:39:55,812;31
19:39:55,844;32
19:39:55,875;34
19:39:55,906;37
19:39:55,937;39
19:39:55,969;42
19:39:56,000;44
19:39:56,031;46
19:39:56,062;48
19:39:56,094;50
19:39:56,125;51
19:39:56,156;51
19:39:56,188;51
19:39:56,219;50
19:39:56,250;48
19:39:56,281;46
19:39:56,312;43
19:39:56,344;39
19:39:56,375;34
19:39:56,406;29
19:39:56,438;24
19:39:56,469;18
19:39:56,500;13
19:39:56,531;7
19:39:56,562;2
19:39:56,594;-4
19:39:56,625;-8
19:39:56,656;-13
19:39:56,688;-17
19:39:56,719;-20
19:39:56,750;-22
19:39:56,781;-25
19:39:56,812;-26
19:39:56,844;-27
19:39:56,875;-28
19:39:56,906;-28
19:39:56,937;-28
19:39:56,969;-28
19:39:57,000;-28
19:39:57,031;-28
19:39:57,062;-29
19:39:57,094;-30
19:39:57,125;-31
19:39:57,156;-33
19:39:57,187;-35
19:39:57,219;-37
19:39:57,250;-41
19:39:57,281;-44
19:39:57,312;-48
19:39:57,344;-52
19:39:57,375;-56
19:39:57,406;-61
19:39:57,437;-65
19:39:57,469;-68
19:39:57,500;-71
19:39:57,531;-74
19:39:57,562;-76
19:39:57,594;-77
19:39:57,625;-77
19:39:57,656;-76
19:39:57,687;-75
19:39:57,719;-72
19:39:57,750;-68
19:39:57,781;-63
19:39:57,812;-58
19:39:57,844;-52
19:39:57,875;-45
19:39:57,906;-38
19:39:57,938;-31
19:39:57,969;-23
19:39:58,000;-15
19:39:58,031;-7
19:39:58,062;1
19:39:58,094;9
19:39:58,125;16
19:39:58,156;24
19:39:58,188;31
19:39:58,219;38
19:39:58,250;45
19:39:58,281;51
19:39:58,312;57
19:39:58,344;64
19:39:58,375;70
19:39:58,406;76
19:39:58,437;82
19:39:58,469;89
19:39:58,500;95
19:39:58,531;101
19:39:58,562;108
19:39:58,594;114
19:39:58,625;121
19:39:58,656;127
19:39:58,687;133
19:39:58,719;139
19:39:58,750;145
19:39:58,781;150
19:39:58,812;154
19:39:58,844;158
19:39:58,875;161
19:39:58,906;163
19:39:58,937;164
19:39:58,969;164
19:39:59,000;164
19:39:59,031;162
19:39:59,062;159
19:39:59,094;156
19:39:59,125;151
19:39:59,156;145
19:39:59,187;139
19:39:59,219;132
19:39:59,250;124
19:39:59,281;116
19:39:59,312;107
19:39:59,344;98
19:39:59,375;88
19:39:59,406;78
19:39:59,438;68
19:39:59,469;59
19:39:59,500;49
19:39:59,531;39
19:39:59,562;29
19:39:59,594;20
19:39:59,625;10
19:39:59,656;1
19:39:59,688;-7
19:39:59,719;-16
19:39:59,750;-24
19:39:59,781;-31
19:39:59,812;-38
19:39:59,844;-45
19:39:59,875;-50
19:39:59,906;-56
19:39:59,938;-60
19:39:59,969;-65
19:40:00,000;-68
19:40:00,031;-71
19:40:00,062;-73
19:40:00,094;-75
19:40:00,125;-75
19:40:00,156;-76
19:40:00,187;-76
19:40:00,219;-75
19:40:00,250;-74
19:40:00,281;-72
19:40:00,312;-70
19:40:00,344;-68
19:40:00,375;-66
19:40:00,406;-64
19:40:00,437;-61
19:40:00,469;-59
19:40:00,500;-56
19:40:00,531;-54
19:40:00,562;-52
19:40:00,594;-50
19:40:00,625;-48
19:40:00,656;-46
19:40:00,687;-44
19:40:00,719;-42
19:40:00,750;-41
19:40:00,781;-39
19:40:00,812;-37
19:40:00,844;-35
19:40:00,875;-34
19:40:00,906;-32
19:40:00,938;-29
19:40:00,969;-27
19:40:01,000;-25
19:40:01,031;-22
19:40:01,062;-19
19:40:01,094;-16
19:40:01,125;-12
19:40:01,156;-9
19:40:01,188;-5
19:40:01,219;-1
19:40:01,250;3
19:40:01,281;6
19:40:01,312;10
19:40:01,344;14
19:40:01,375;17
19:40:01,406;20
19:40:01,438;23
19:40:01,469;26
19:40:01,500;28
19:40:01,531;30
19:40:01,562;32
19:40:01,594;33
19:40:01,625;35
19:40:01,656;35
19:40:01,687;36
19:40:01,719;36
19:40:01,750;36
19:40:01,781;36
19:40:01,812;35
19:40:01,844;35
19:40:01,875;34
19:40:01,906;34
19:40:01,937;33
19:40:01,969;32
19:40:02,000;32
19:40:02,031;31
19:40:02,062;31
19:40:02,094;31
19:40:02,125;30
19:40:02,156;30
19:40:02,187;30
19:40:02,219;30
19:40:02,250;31
19:40:02,281;31
19:40:02,312;31
19:40:02,344;32
19:40:02,375;32
19:40:02,406;33
19:40:02,437;33
19:40:02,469;33
19:40:02,500;34
19:40:02,531;34
19:40:02,562;33
19:40:02,594;33
19:40:02,625;33
19:40:02,656;32
19:40:02,688;31
19:40:02,719;30
19:40:02,750;29
19:40:02,781;27
19:40:02,812;25
19:40:02,844;23
19:40:02,875;21
19:40:02,906;19
19:40:02,938;16
19:40:02,969;13
19:40:03,000;10
19:40:03,031;8
19:40:03,062;5
19:40:03,094;2
19:40:03,125;-1
19:40:03,156;-4
19:40:03,187;-7
19:40:03,219;-10
19:40:03,250;-13
19:40:03,281;-16
19:40:03,312;-19
19:40:03,344;-22
19:40:03,375;-25
19:40:03,406;-28
19:40:03,437;-31
19:40:03,469;-35
19:40:03,500;-38
19:40:03,531;-41
19:40:03,562;-45
19:40:03,594;-48
19:40:03,625;-52
19:40:03,656;-56
19:40:03,687;-59
19:40:03,719;-63
19:40:03,750;-67
19:40:03,781;-70
19:40:03,812;-73
19:40:03,844;-76
19:40:03,875;-79
19:40:03,906;-81
19:40:03,937;-83
19:40:03,969;-84
19:40:04,000;-84
19:40:04,031;-84
19:40:04,062;-83
19:40:04,094;-82
19:40:04,125;-80
19:40:04,156;-77
19:40:04,188;-73
19:40:04,219;-69
19:40:04,250;-64
19:40:04,281;-58
19:40:04,312;-53
19:40:04,344;-47
19:40:04,375;-40
19:40:04,406;-34
19:40:04,438;-27
19:40:04,469;-20
19:40:04,500;-14
19:40:04,531;-7
19:40:04,562;-1
19:40:04,594;5
19:40:04,625;11
19:40:04,656;17
19:40:04,688;22
19:40:04,719;28
19:40:04,750;33
19:40:04,781;37
19:40:04,812;42
19:40:04,844;47
19:40:04,875;51
19:40:04,906;56
19:40:04,937;60
19:40:04,969;65
19:40:05,000;69
19:40:05,031;74
19:40:05,062;78
19:40:05,094;83
19:40:05,125;88
19:40:05,156;92
19:40:05,187;97
19:40:05,219;102
19:40:05,250;106
19:40:05,281;111
19:40:05,312;116
19:40:05,344;120
19:40:05,375;125
19:40:05,406;129
19:40:05,437;134
19:40:05,469;138
19:40:05,500;143
19:40:05,531;148
19:40:05,562;152
19:40:05,594;157
19:40:05,625;162
19:40:05,656;167
19:40:05,688;172
19:40:05,719;177
19:40:05,750;182
19:40:05,781;187
19:40:05,812;191
19:40:05,844;196
19:40:05,875;199
19:40:05,906;203
19:40:05,938;205
19:40:05,969;207
19:40:06,000;207
19:40:06,031;206
19:40:06,062;204
19:40:06,094;201
19:40:06,125;196
19:40:06,156;189
19:40:06,188;180
19:40:06,219;170
19:40:06,250;158
19:40:06,281;145
19:40:06,312;130
19:40:06,344;114
19:40:06,375;96
19:40:06,406;78
19:40:06,437;59
19:40:06,469;40
19:40:06,500;20
19:40:06,531;1
19:40:06,562;-17
19:40:06,594;-35
19:40:06,625;-52
19:40:06,656;-68
19:40:06,687;-82
19:40:06,719;-95
19:40:06,750;-106
19:40:06,781;-115
19:40:06,812;-122
19:40:06,844;-127
19:40:06,875;-131
19:40:06,906;-133
19:40:06,937;-133
19:40:06,969;-132
19:40:07,000;-130
19:40:07,031;-127
19:40:07,062;-123
19:40:07,094;-118
19:40:07,125;-113
19:40:07,156;-107
19:40:07,187;-102
19:40:07,219;-97
19:40:07,250;-92
19:40:07,281;-87
19:40:07,312;-84
19:40:07,344;-80
19:40:07,375;-77
19:40:07,406;-75
19:40:07,438;-73
19:40:07,469;-72
19:40:07,500;-71
19:40:07,531;-71
19:40:07,562;-70
19:40:07,594;-70
19:40:07,625;-70
19:40:07,656;-70
19:40:07,688;-69
19:40:07,719;-68
19:40:07,750;-66
19:40:07,781;-64
19:40:07,812;-62
19:40:07,844;-59
19:40:07,875;-55
19:40:07,906;-51
19:40:07,938;-46
19:40:07,969;-41
19:40:08,000;-36
19:40:08,031;-31
19:40:08,062;-25
19:40:08,094;-20
19:40:08,125;-14
19:40:08,156;-9
19:40:08,187;-4
19:40:08,219;0
19:40:08,250;3
19:40:08,281;6
19:40:08,312;9
19:40:08,344;10
19:40:08,375;11
19:40:08,406;11
19:40:08,437;10
19:40:08,469;9
19:40:08,500;7
19:40:08,531;5
19:40:08,562;3
19:40:08,594;0
19:40:08,625;-3
19:40:08,656;-6
19:40:08,687;-8
19:40:08,719;-10
19:40:08,750;-12
19:40:08,781;-13
19:40:08,812;-14
19:40:08,844;-14
19:40:08,875;-13
19:40:08,906;-12
19:40:08,938;-10
19:40:08,969;-7
19:40:09,000;-4
19:40:09,031;-1
19:40:09,062;3
19:40:09,094;6
19:40:09,125;10
19:40:09,156;14
19:40:09,188;17
19:40:09,219;20
19:40:09,250;22
19:40:09,281;24
19:40:09,312;24
19:40:09,344;24
19:40:09,375;24
19:40:09,406;22
19:40:09,438;19
19:40:09,469;16
19:40:09,500;12
19:40:09,531;8
19:40:09,562;3
19:40:09,594;-3
19:40:09,625;-9
19:40:09,656;-14
19:40:09,687;-20
19:40:09,719;-26
19:40:09,750;-31
19:40:09,781;-37
19:40:09,812;-41
19:40:09,844;-46
19:40:09,875;-50
19:40:09,906;-53
19:40:09,937;-56
19:40:09,969;-59
19:40:10,000;-62
19:40:10,031;-64
19:40:10,062;-66
19:40:10,094;-68
19:40:10,125;-70
19:40:10,156;-73
19:40:10,187;-76
19:40:10,219;-79
19:40:10,250;-83
19:40:10,281;-87
19:40:10,312;-91
19:40:10,344;-97
19:40:10,375;-103
19:40:10,406;-109
19:40:10,438;-116
19:40:10,469;-123
19:40:10,500;-131
19:40:10,531;-138
19:40:10,562;-146
19:40:10,594;-153
19:40:10,625;-161
19:40:10,656;-168
19:40:10,688;-174
19:40:10,719;-180
19:40:10,750;-185
19:40:10,781;-189
19:40:10,812;-193
19:40:10,844;-196
19:40:10,875;-197
19:40:10,906;-198
19:40:10,938;-198
19:40:10,969;-197
19:40:11,000;-195
19:40:11,031;-192
19:40:11,062;-189
19:40:11,094;-184
19:40:11,125;-180
19:40:11,156;-175
19:40:11,187;-169
19:40:11,219;-163
19:40:11,250;-157
19:40:11,281;-151
19:40:11,312;-144
19:40:11,344;-138
19:40:11,375;-131
19:40:11,406;-125
19:40:11,437;-119
19:40:11,469;-113
19:40:11,500;-108
19:40:11,531;-103
19:40:11,562;-98
19:40:11,594;-93
19:40:11,625;-89
19:40:11,656;-85
19:40:11,687;-82
19:40:11,719;-79
19:40:11,750;-77
19:40:11,781;-75
19:40:11,812;-73
19:40:11,844;-72
19:40:11,875;-71
19:40:11,906;-70
19:40:11,937;-70
19:40:11,969;-70
